,best_NN_score_alpha1.5
37425,11.861371
37426,10.938994
37427,19.37964
37428,14.539417
37429,10.473327
37430,9.868695
37431,6.147494
37432,13.678153
37433,12.318285
37434,13.244197
37435,18.5408
37436,13.803174
37437,11.421137
37438,11.372996
37439,4.879826
37440,18.121954
37441,9.35863
37442,10.862554
37443,8.904693
37444,13.3293
37445,5.9999585
37446,13.1518545
37447,12.448524
37448,11.287346
37449,14.679431
37450,3.3579564
37451,12.751392
37452,18.338938
37453,8.062136
37454,5.7007594
37455,14.640586
37456,10.718518
37457,15.35398
37458,21.498404
37459,18.47878
37460,10.939107
37461,14.415748
37462,9.431541
37463,11.369327
37464,8.90923
37465,4.532674
37466,10.442443
37467,4.841719
37468,10.380474
37469,13.705033
37470,10.335477
37471,8.256856
37472,9.472091
37473,8.197249
37474,10.064725
37475,4.8738046
37476,7.8337817
37477,9.950686
37478,6.4171124
37479,11.003074
37480,4.734801
37481,11.394782
37482,10.435219
37483,6.3529983
37484,2.9426844
37485,16.415123
37486,15.20988
37487,11.542747
37488,9.92298
37489,8.556134
37490,14.31151
37491,9.386702
37492,7.8415375
37493,4.7330422
37494,10.698722
37495,6.0369277
37496,22.305105
37497,13.379772
37498,10.5175085
37499,4.859654
37500,5.4433274
37501,11.812985
37502,12.981309
37503,11.6192665
37504,7.188127
37505,7.87301
37506,15.06383
37507,12.104268
37508,10.714911
37509,4.4761114
37510,4.354586
37511,12.86289
37512,21.210245
37513,9.76144
37514,11.9716015
37515,11.513965
37516,11.837062
37517,8.586073
37518,8.966952
37519,6.3880167
37520,9.50592
37521,13.998607
37522,13.424763
37523,13.220386
37524,11.683595
37525,5.7291827
37526,16.876799
37527,18.68519
37528,14.29847
37529,10.619409
37530,10.790959
37531,22.530516
37532,7.890409
37533,12.122294
37534,7.344386
37535,10.222486
37536,20.452461
37537,15.558005
37538,19.250786
37539,11.043417
37540,14.85123
37541,13.007082
37542,14.166383
37543,13.1841955
37544,14.137469
37545,9.450411
37546,10.512105
37547,13.140799
37548,5.852626
37549,10.580496
37550,7.8494735
37551,6.35531
37552,14.945355
37553,11.829905
37554,11.050358
37555,14.889727
37556,4.953774
37557,11.800883
37558,10.027189
37559,6.260889
37560,18.056356
37561,17.411936
37562,17.662638
37563,14.647235
37564,12.505714
37565,16.514284
37566,5.30687
37567,12.553964
37568,8.325111
37569,11.778509
37570,11.359477
37571,5.657494
37572,5.470664
37573,8.747296
37574,4.5235343
37575,7.4706087
37576,10.061604
37577,5.0732927
37578,18.743315
37579,12.854838
37580,9.5937605
37581,10.672829
37582,12.574819
37583,14.078761
37584,8.121339
37585,17.61764
37586,16.63421
37587,8.878678
37588,4.30756
37589,12.500222
37590,14.70378
37591,20.204378
37592,11.8527565
37593,14.539821
37594,12.742595
37595,5.318338
37596,16.258083
37597,7.099698
37598,12.154112
37599,6.313062
37600,15.328161
37601,5.679827
37602,10.101816
37603,17.531294
37604,16.285166
37605,11.301089
37606,9.113318
37607,5.1911445
37608,11.353412
37609,18.447317
37610,12.799634
37611,6.4641037
37612,11.562249
37613,11.561433
37614,19.111734
37615,10.55746
37616,15.801366
37617,4.187474
37618,8.359208
37619,19.930841
37620,15.956361
37621,16.791601
37622,11.605889
37623,5.0465727
37624,10.391871
37625,12.767233
37626,17.8621
37627,4.89155
37628,21.164618
37629,14.788737
37630,15.371558
37631,10.380429
37632,12.002194
37633,13.152358
37634,10.990178
37635,14.332982
37636,14.084951
37637,5.301924
37638,18.198835
37639,9.548366
37640,7.1044316
37641,10.984202
37642,8.387938
37643,16.694635
37644,11.802487
37645,5.377359
37646,3.7927513
37647,7.530673
37648,4.149759
37649,5.223302
37650,12.406778
37651,8.600976
37652,14.323757
37653,19.153648
37654,20.414423
37655,5.0287824
37656,10.281533
37657,13.4157505
37658,5.464375
37659,4.765523
37660,13.036439
37661,8.064036
37662,10.878684
37663,12.452678
37664,10.174516
37665,7.166876
37666,11.900878
37667,7.8675656
37668,12.061035
37669,9.351424
37670,23.605783
37671,11.075576
37672,7.087522
37673,5.0312047
37674,12.903801
37675,24.347227
37676,14.094262
37677,7.786779
37678,18.323568
37679,12.477247
37680,11.253265
37681,8.495941
37682,4.4809737
37683,10.138139
37684,10.815228
37685,15.100196
37686,20.329485
37687,9.71836
37688,3.2377496
37689,17.708944
37690,17.614916
37691,12.602769
37692,8.450736
37693,10.090943
37694,4.4542847
37695,12.268237
37696,10.411575
37697,13.148686
37698,10.633838
37699,10.98611
37700,8.091513
37701,19.630196
37702,10.583354
37703,10.955188
37704,12.450359
37705,10.3552475
37706,15.440817
37707,10.357954
37708,18.19876
37709,5.4059176
37710,4.4976177
37711,5.4066906
37712,12.909778
37713,4.1024857
37714,4.2674036
37715,20.338202
37716,17.047174
37717,13.320558
37718,11.105691
37719,12.885755
37720,10.8421545
37721,15.154368
37722,9.358542
37723,26.522161
37724,6.655437
37725,16.471725
37726,11.4819565
37727,8.89932
37728,5.2464423
37729,13.87371
37730,14.631711
37731,7.4820924
37732,14.640705
37733,10.546905
37734,10.018948
37735,8.429619
37736,22.618628
37737,4.43773
37738,14.462876
37739,9.377928
37740,12.156505
37741,19.495466
37742,8.925926
37743,17.337423
37744,8.944312
37745,15.8324375
37746,19.351955
37747,13.221807
37748,11.025863
37749,16.432487
37750,10.853385
37751,10.950654
37752,10.602859
37753,13.861548
37754,17.21261
37755,4.244314
37756,9.328567
37757,5.3063498
37758,17.446363
37759,8.883472
37760,5.7414017
37761,7.518377
37762,4.6023207
37763,11.956278
37764,5.653598
37765,14.270905
37766,16.54793
37767,10.402376
37768,12.013751
37769,19.063902
37770,11.070431
37771,15.938981
37772,9.366247
37773,12.888724
37774,11.241075
37775,5.233502
37776,11.172833
37777,20.537703
37778,14.9736
37779,12.102469
37780,11.29922
37781,8.636649
37782,16.247179
37783,14.306599
37784,9.617489
37785,12.515605
37786,11.465001
37787,17.458532
37788,16.36842
37789,2.922254
37790,8.910008
37791,16.81845
37792,13.612666
37793,33.279354
37794,10.886363
37795,16.859293
37796,11.35163
37797,7.287805
37798,7.107468
37799,7.6720996
37800,7.6200137
37801,9.443142
37802,10.0134115
37803,10.0434065
37804,2.9871807
37805,15.884788
37806,10.321895
37807,12.064713
37808,10.676778
37809,10.27464
37810,17.434786
37811,8.43597
37812,3.3822298
37813,13.874655
37814,9.631385
37815,8.9078
37816,18.709549
37817,23.510412
37818,10.844229
37819,11.91274
37820,8.819947
37821,10.837041
37822,4.4036174
37823,8.456449
37824,8.617042
37825,9.788835
37826,8.195628
37827,4.833383
37828,4.6468883
37829,8.563022
37830,14.171603
37831,9.948298
37832,15.654553
37833,12.500331
37834,5.959419
37835,9.764733
37836,9.755122
37837,13.396886
37838,5.1563377
37839,6.757343
37840,8.461967
37841,8.532816
37842,15.876832
37843,9.209344
37844,5.4815755
37845,13.649898
37846,18.720125
37847,7.380242
37848,3.9093146
37849,17.694807
37850,12.708022
37851,8.471616
37852,10.493367
37853,13.992021
37854,17.833696
37855,12.54935
37856,5.710234
37857,16.372738
37858,9.552557
37859,10.378949
37860,6.2703123
37861,9.60764
37862,9.668822
37863,12.934357
37864,14.385041
37865,11.256898
37866,14.24848
37867,13.864545
37868,9.408881
37869,3.49684
37870,10.682916
37871,8.486322
37872,7.361657
37873,6.9761386
37874,5.014156
37875,8.004274
37876,15.570069
37877,8.354792
37878,16.720816
37879,9.121371
37880,10.867402
37881,14.533133
37882,3.599941
37883,13.284964
37884,17.723318
37885,8.408579
37886,9.197209
37887,10.016233
37888,10.560246
37889,9.039889
37890,20.029646
37891,16.998594
37892,11.189641
37893,4.862722
37894,7.046917
37895,4.271566
37896,14.967094
37897,21.53472
37898,16.847094
37899,5.1650662
37900,8.794289
37901,13.592898
37902,7.0698905
37903,11.857438
37904,10.60407
37905,3.7456977
37906,5.5465074
37907,11.765487
37908,10.798556
37909,5.4165454
37910,7.285337
37911,6.95314
37912,16.727606
37913,18.138826
37914,11.622087
37915,6.6768622
37916,11.055988
37917,14.116057
37918,5.2381177
37919,6.1928525
37920,11.699353
37921,14.186602
37922,11.498155
37923,9.50399
37924,11.424251
37925,13.038097
37926,16.58721
37927,5.6354184
37928,16.85015
37929,17.570011
37930,14.372832
37931,10.304865
37932,22.627096
37933,9.843603
37934,11.636622
37935,12.038321
37936,10.78758
37937,6.5927362
37938,9.41559
37939,5.2334976
37940,13.834539
37941,14.612633
37942,10.179988
37943,8.394281
37944,17.478443
37945,12.484158
37946,15.601011
37947,17.068926
37948,13.227564
37949,6.475429
37950,11.552707
37951,5.0501122
37952,10.479174
37953,15.117514
37954,5.1470227
37955,13.427137
37956,10.784012
37957,14.709905
37958,10.879977
37959,9.210984
37960,4.442996
37961,17.16282
37962,8.021445
37963,8.321697
37964,8.442165
37965,13.09748
37966,13.249294
37967,18.610476
37968,5.1680675
37969,6.397712
37970,14.59896
37971,4.767485
37972,18.692108
37973,4.729188
37974,14.338839
37975,9.19365
37976,14.160724
37977,6.492862
37978,3.5015185
37979,16.208548
37980,11.547201
37981,4.8404093
37982,11.08249
37983,10.518745
37984,10.044349
37985,14.073572
37986,10.66163
37987,19.281425
37988,13.255145
37989,12.603911
37990,10.289101
37991,10.334454
37992,7.305592
37993,10.203094
37994,9.216786
37995,14.016252
37996,5.1669354
37997,8.419246
37998,20.078287
37999,12.082392
38000,6.429832
38001,13.430474
38002,6.5408654
38003,17.584414
38004,20.005354
38005,11.033386
38006,3.793864
38007,9.539677
38008,9.961118
38009,9.568337
38010,14.358192
38011,13.467735
38012,9.049703
38013,14.514363
38014,15.243705
38015,12.436542
38016,16.56
38017,12.476071
38018,12.586234
38019,10.396834
38020,6.8518524
38021,10.689591
38022,5.3307257
38023,11.049287
38024,11.816435
38025,12.378205
38026,14.383352
38027,12.301257
38028,19.223194
38029,8.054693
38030,14.5939665
38031,10.798326
38032,11.654244
38033,9.819282
38034,10.272861
38035,9.54
38036,17.183708
38037,12.247715
38038,15.530701
38039,10.074463
38040,5.2676578
38041,11.703794
38042,3.5171685
38043,17.725172
38044,9.026002
38045,14.249497
38046,4.77546
38047,18.420944
38048,16.028486
38049,4.4530516
38050,7.290668
38051,2.583968
38052,10.369208
38053,5.307617
38054,6.9052405
38055,9.01213
38056,15.629973
38057,17.870064
38058,4.785764
38059,5.1734796
38060,11.119643
38061,4.75144
38062,14.136129
38063,8.892716
38064,9.422106
38065,5.1195045
38066,14.687379
38067,16.961275
38068,10.899621
38069,7.654717
38070,10.482324
38071,11.364821
38072,9.817441
38073,15.227099
38074,19.849594
38075,13.537438
38076,13.868655
38077,7.557158
38078,11.343572
38079,9.314764
38080,14.08436
38081,8.10167
38082,14.07405
38083,20.857023
38084,10.262533
38085,11.3846
38086,11.102599
38087,5.1220737
38088,20.41685
38089,17.504297
38090,12.884103
38091,7.380609
38092,4.679001
38093,4.5400033
38094,6.0088077
38095,3.9740114
38096,11.745502
38097,3.4698935
38098,11.189142
38099,10.869464
38100,10.468528
38101,10.439279
38102,14.6432
38103,16.598116
38104,14.042
38105,11.221469
38106,18.632612
38107,14.138244
38108,12.784518
38109,11.264037
38110,10.340723
38111,9.831961
38112,10.472264
38113,10.929279
38114,3.7886567
38115,10.326612
38116,14.122661
38117,12.1010895
38118,4.9737945
38119,9.628154
38120,16.044138
38121,12.898246
38122,12.903948
38123,9.5768585
38124,16.565819
38125,14.09258
38126,10.664617
38127,8.178649
38128,9.035588
38129,5.9304805
38130,10.791453
38131,15.772183
38132,10.742341
38133,9.776715
38134,6.112328
38135,11.281308
38136,4.94329
38137,17.9625
38138,12.733605
38139,5.9788356
38140,9.795798
38141,10.2072735
38142,10.751377
38143,12.001748
38144,17.365831
38145,12.408383
38146,9.612436
38147,10.028554
38148,20.489584
38149,8.588561
38150,10.750684
38151,10.156085
38152,11.320261
38153,7.450294
38154,16.700377
38155,8.470729
38156,3.446988
38157,11.621188
38158,12.740744
38159,11.1334715
38160,5.761322
38161,9.809674
38162,11.256617
38163,12.889802
38164,4.931667
38165,11.845365
38166,7.0064797
38167,11.714709
38168,13.4342165
38169,22.918692
38170,13.753955
38171,7.9952407
38172,11.415284
38173,4.902819
38174,4.740624
38175,13.071744
38176,16.631445
38177,12.615847
38178,20.599108
38179,10.032793
38180,12.826491
38181,4.928806
38182,15.63165
38183,9.773942
38184,7.108586
38185,4.9950223
38186,10.293387
38187,12.473844
38188,20.420944
38189,10.161341
38190,9.971038
38191,10.734607
38192,9.431771
38193,17.538923
38194,5.730755
38195,11.164458
38196,10.0444975
38197,15.388225
38198,6.4229665
38199,7.880478
38200,10.749732
38201,14.440564
38202,12.2317295
38203,15.406703
38204,9.162719
38205,10.283085
38206,18.136694
38207,13.481299
38208,11.83958
38209,19.195097
38210,6.162706
38211,15.426116
38212,6.372805
38213,14.257062
38214,5.1619263
38215,15.492734
38216,27.064035
38217,3.886869
38218,15.846716
38219,14.027379
38220,12.40932
38221,10.348276
38222,6.936529
38223,5.310228
38224,26.459139
38225,9.331736
38226,10.373548
38227,9.366717
38228,13.164802
38229,11.970389
38230,13.379313
38231,11.162467
38232,13.514636
38233,20.160852
38234,12.834176
38235,18.634344
38236,4.6604695
38237,5.0579777
38238,19.571165
38239,14.565435
38240,11.614721
38241,13.974541
38242,9.93027
38243,10.141133
38244,7.4461484
38245,19.688284
38246,5.173244
38247,11.174223
38248,10.533227
38249,14.866918
38250,13.516307
38251,5.410153
38252,8.556945
38253,8.664826
38254,11.462913
38255,5.197827
38256,17.412842
38257,13.810121
38258,11.031415
38259,8.359801
38260,12.846916
38261,17.128046
38262,10.400821
38263,9.882019
38264,13.533281
38265,14.2113285
38266,17.349901
38267,12.5024395
38268,10.438436
38269,12.717485
38270,7.346842
38271,13.778644
38272,17.51349
38273,14.601617
38274,6.218332
38275,8.80288
38276,15.982308
38277,12.352916
38278,10.287186
38279,13.636075
38280,4.9315715
38281,9.391786
38282,21.497438
38283,6.8384023
38284,7.5006547
38285,12.001578
38286,9.508132
38287,14.099626
38288,17.308563
38289,14.150708
38290,5.8137517
38291,13.211073
38292,5.304622
38293,13.887005
38294,3.7173157
38295,28.348238
38296,16.419514
38297,8.892865
38298,13.896743
38299,16.02202
38300,10.960891
38301,13.714321
38302,12.462843
38303,8.027268
38304,12.322888
38305,8.611181
38306,14.135475
38307,12.154147
38308,13.068713
38309,15.590421
38310,10.804534
38311,4.9158893
38312,11.086054
38313,17.2218
38314,13.944676
38315,9.054928
38316,10.761209
38317,3.929385
38318,21.862587
38319,4.261157
38320,12.141399
38321,13.428782
38322,11.3548155
38323,11.61011
38324,9.310845
38325,6.869763
38326,13.272979
38327,10.192328
38328,12.877875
38329,7.8700147
38330,6.329092
38331,3.9147315
38332,16.767954
38333,11.549439
38334,11.428206
38335,15.488992
38336,11.790811
38337,14.389759
38338,14.345996
38339,4.145961
38340,11.317094
38341,8.515349
38342,10.865791
38343,12.428839
38344,4.816565
38345,18.118818
38346,18.123236
38347,9.37282
38348,16.529129
38349,9.922811
38350,18.472761
38351,10.008261
38352,16.558939
38353,11.798314
38354,13.471694
38355,4.0745106
38356,18.400587
38357,4.4833755
38358,12.938539
38359,7.853194
38360,13.81262
38361,14.778509
38362,6.816421
38363,12.593053
38364,12.586234
38365,10.635752
38366,7.4047456
38367,16.829863
38368,5.0798273
38369,21.255667
38370,10.637475
38371,12.388604
38372,10.653373
38373,11.255517
38374,20.221384
38375,13.594913
38376,14.687621
38377,6.374151
38378,15.999063
38379,10.929809
38380,11.116253
38381,10.866826
38382,14.76603
38383,14.429658
38384,5.3826632
38385,10.319306
38386,19.217815
38387,12.461719
38388,12.1318445
38389,16.024414
38390,18.794209
38391,10.867122
38392,9.949527
38393,13.9757185
38394,10.142649
38395,13.671472
38396,10.70996
38397,12.242846
38398,9.406254
38399,17.86204
38400,17.476885
38401,5.431961
38402,10.312917
38403,10.957858
38404,8.889826
38405,14.978703
38406,13.546262
38407,8.080358
38408,11.838934
38409,7.239694
38410,5.6765738
38411,18.097479
38412,9.2201805
38413,8.632914
38414,11.393193
38415,11.213863
38416,10.389455
38417,11.827043
38418,10.602695
38419,16.778671
38420,11.12736
38421,7.758485
38422,12.658502
38423,15.772267
38424,13.371577
38425,4.515997
38426,9.180006
38427,4.908067
38428,3.6350095
38429,15.092499
38430,9.335635
38431,19.325422
38432,17.83558
38433,10.130134
38434,10.381913
38435,4.5113926
38436,11.921021
38437,17.072962
38438,6.1564445
38439,5.0657883
38440,7.279699
38441,9.990293
38442,16.060345
38443,5.6898875
38444,11.205726
38445,4.8749466
38446,10.951278
38447,13.0938015
38448,4.2214413
38449,6.1646314
38450,6.8796525
38451,14.470321
38452,12.034599
38453,10.64076
38454,9.480423
38455,17.096376
38456,7.597529
38457,8.6157055
38458,20.317423
38459,11.888949
38460,9.496552
38461,11.064261
38462,13.854861
38463,13.7037
38464,6.819965
38465,6.870936
38466,9.583036
38467,9.85662
38468,11.28137
38469,4.9555984
38470,2.3118136
38471,16.38897
38472,11.4232435
38473,12.010329
38474,11.8776045
38475,7.9564443
38476,7.1880164
38477,6.1762476
38478,17.356325
38479,10.960421
38480,11.117968
38481,5.168859
38482,17.274303
38483,5.24071
38484,11.557952
38485,16.839281
38486,12.080672
38487,11.4658
38488,18.727896
38489,15.572009
38490,12.670379
38491,5.2801013
38492,16.3778
38493,14.105175
38494,16.098856
38495,10.106648
38496,6.2361007
38497,5.805719
38498,14.6701
38499,10.622365
38500,17.740227
38501,9.608699
38502,4.556824
38503,13.653166
38504,12.466996
38505,15.109212
38506,10.318812
38507,10.761189
38508,5.639796
38509,18.93609
38510,10.879476
38511,7.2718506
38512,4.4015865
38513,15.442344
38514,9.039676
38515,5.3456173
38516,4.8747067
38517,9.29371
38518,13.046721
38519,9.586886
38520,17.91014
38521,10.840274
38522,4.422657
38523,15.194861
38524,14.990102
38525,19.195246
38526,12.559418
38527,17.476181
38528,11.069936
38529,5.305316
38530,9.201006
38531,10.421235
38532,9.40471
38533,16.204363
38534,10.422706
38535,9.803664
38536,6.238771
38537,12.9910345
38538,11.445973
38539,10.185946
38540,12.031793
38541,17.628145
38542,13.806493
38543,13.771821
38544,7.4089007
38545,11.335522
38546,21.127176
38547,11.525033
38548,11.671718
38549,16.967306
38550,18.942783
38551,18.506329
38552,5.571128
38553,21.655943
38554,5.6883316
38555,13.397641
38556,17.001263
38557,8.677571
38558,11.487284
38559,9.660676
38560,13.469369
38561,13.260552
38562,11.233268
38563,5.7801185
38564,9.998022
38565,8.535799
38566,15.626866
38567,8.730167
38568,14.013465
38569,12.459622
38570,4.732225
38571,5.045721
38572,10.608583
38573,11.255739
38574,10.465133
38575,8.634299
38576,17.599174
38577,14.764373
38578,14.530336
38579,4.822192
38580,6.1098676
38581,18.257555
38582,22.634275
38583,10.540893
38584,11.027415
38585,12.994108
38586,6.9099984
38587,13.383372
38588,14.3091345
38589,11.894239
38590,4.6297336
38591,15.967981
38592,18.995195
38593,5.950348
38594,7.6253905
38595,11.677363
38596,10.746451
38597,11.699092
38598,17.088457
38599,5.2588267
38600,13.939244
38601,13.32363
38602,5.2708335
38603,11.964596
38604,15.958396
38605,9.88967
38606,3.8693323
38607,18.132578
38608,12.200538
38609,10.186999
38610,8.221384
38611,15.159024
38612,5.983732
38613,13.191894
38614,10.906453
38615,18.245472
38616,11.248288
38617,10.086411
38618,9.006286
38619,20.188683
38620,17.78559
38621,10.847698
38622,12.485469
38623,14.168131
38624,8.5238
38625,14.881068
38626,14.738034
38627,5.5137534
38628,9.86332
38629,10.684147
38630,9.378333
38631,15.100556
38632,12.282952
38633,3.859035
38634,18.851984
38635,7.338898
38636,4.979441
38637,5.801455
38638,20.812792
38639,17.174185
38640,12.491594
38641,20.29526
38642,14.606713
38643,11.472796
38644,11.906707
38645,20.154413
38646,14.87324
38647,16.60574
38648,4.266601
38649,11.486522
38650,9.095677
38651,13.086996
38652,10.37708
38653,10.222537
38654,14.819098
38655,8.63033
38656,9.685887
38657,10.265501
38658,18.953299
38659,10.17253
38660,9.311807
38661,4.1400313
38662,13.375503
38663,17.379484
38664,13.660355
38665,15.128919
38666,14.160581
38667,11.7064295
38668,12.369558
38669,14.298947
38670,12.332594
38671,10.154103
38672,4.990257
38673,4.178204
38674,14.284648
38675,16.205164
38676,15.427238
38677,15.314944
38678,3.9338894
38679,9.757641
38680,7.110966
38681,13.7777195
38682,21.657385
38683,7.3036227
38684,8.261117
38685,12.071557
38686,22.589691
38687,20.017256
38688,11.678256
38689,18.755138
38690,12.441708
38691,9.319053
38692,3.2839026
38693,32.105537
38694,13.81772
38695,16.84138
38696,17.101215
38697,14.991281
38698,3.9998007
38699,16.470457
38700,21.572062
38701,9.142148
38702,6.3814893
38703,8.804682
38704,19.566187
38705,13.742758
38706,6.5008693
38707,15.8141985
38708,9.246129
38709,4.7085176
38710,9.966981
38711,5.1059813
38712,12.336578
38713,15.63234
38714,5.316881
38715,12.234236
38716,13.176801
38717,9.232188
38718,5.056875
38719,7.609513
38720,6.721569
38721,11.092843
38722,10.367264
38723,16.530676
38724,6.6672664
38725,11.261214
38726,15.02762
38727,9.882113
38728,6.841251
38729,13.947283
38730,12.317557
38731,3.6600246
38732,19.398117
38733,4.0463247
38734,12.183139
38735,10.142869
38736,11.2869215
38737,5.023387
38738,10.380552
38739,15.686864
38740,11.394726
38741,13.713401
38742,8.504686
38743,21.28713
38744,11.754039
38745,7.9877844
38746,5.653915
38747,9.80972
38748,18.630325
38749,10.315303
38750,20.165148
38751,15.912576
38752,9.26738
38753,12.010451
38754,11.936178
38755,9.08495
38756,14.404719
38757,10.480089
38758,7.678714
38759,10.473744
38760,11.316947
38761,8.85842
38762,10.370339
38763,9.502512
38764,9.56585
38765,11.191464
38766,10.652627
38767,17.72501
38768,8.703159
38769,4.7255106
38770,6.0783725
38771,12.337077
38772,13.742008
38773,7.4996552
38774,18.677217
38775,11.360012
38776,5.0676026
38777,17.99196
38778,16.987213
38779,17.868284
38780,4.292104
38781,7.3722167
38782,11.493383
38783,10.238
38784,5.2811856
38785,15.441846
38786,10.403738
38787,13.103669
38788,8.736806
38789,8.578793
38790,13.869592
38791,7.927278
38792,6.3612356
38793,19.36477
38794,19.315775
38795,14.529575
38796,10.93921
38797,13.544875
38798,11.419835
38799,17.942362
38800,10.667211
38801,15.5764265
38802,5.542696
38803,4.162977
38804,5.5569224
38805,17.012432
38806,12.0004225
38807,9.701707
38808,14.0090475
38809,8.129132
38810,11.446607
38811,18.161093
38812,8.798984
38813,10.76601
38814,10.595788
38815,11.597991
38816,11.900267
38817,15.740541
38818,13.756936
38819,9.180963
38820,13.913247
38821,4.8923283
38822,9.936498
38823,18.553778
38824,10.726954
38825,13.316708
38826,11.552112
38827,15.57475
38828,13.01886
38829,3.7480187
38830,13.290665
38831,5.074367
38832,11.374147
38833,15.950279
38834,10.447925
38835,3.6939
38836,18.250801
38837,14.356904
38838,8.928252
38839,17.667065
38840,15.41121
38841,7.895861
38842,14.0108
38843,17.171412
38844,8.750209
38845,10.276727
38846,12.28067
38847,5.1991405
38848,9.0496235
38849,3.6152742
38850,22.339397
38851,10.51219
38852,10.364511
38853,4.710168
38854,8.743839
38855,6.8415604
38856,5.129475
38857,19.779566
38858,12.3942175
38859,10.853337
38860,10.575503
38861,6.582295
38862,9.296566
38863,5.799496
38864,13.059089
38865,6.0843587
38866,12.7690115
38867,12.068717
38868,10.284235
38869,10.914319
38870,15.600054
38871,7.1614194
38872,11.527205
38873,9.966783
38874,10.87753
38875,12.030705
38876,3.3549716
38877,5.655175
38878,8.642188
38879,5.3427978
38880,8.3618
38881,11.006734
38882,10.655096
38883,11.110391
38884,3.7695112
38885,4.5073614
38886,14.536269
38887,15.777034
38888,12.037282
38889,17.925463
38890,11.702355
38891,6.736961
38892,10.663493
38893,7.6001363
38894,24.65557
38895,22.613386
38896,20.736982
38897,13.2791
38898,5.7225995
38899,5.971363
38900,5.8646626
38901,20.8271
38902,9.973954
38903,12.529198
38904,7.1892533
38905,8.174611
38906,13.034653
38907,8.673913
38908,18.842384
38909,14.601012
38910,9.504508
38911,10.29553
38912,4.1335363
38913,8.280012
38914,15.972292
38915,20.794033
38916,22.526024
38917,16.960941
38918,12.763499
38919,7.803188
38920,13.032912
38921,10.423155
38922,11.094392
38923,12.271013
38924,3.9086947
38925,14.261399
38926,12.473727
38927,4.1653867
38928,23.32997
38929,9.979488
38930,12.375411
38931,11.773156
38932,17.192019
38933,12.501344
38934,10.062763
38935,17.022047
38936,13.138839
38937,10.109559
38938,13.190564
38939,3.2702825
38940,9.297134
38941,5.1273336
38942,7.9227867
38943,5.410181
38944,20.940731
38945,10.891442
38946,11.069773
38947,11.239975
38948,14.782849
38949,6.1599746
38950,11.712504
38951,14.000276
38952,8.321574
38953,3.5356398
38954,13.274338
38955,17.538383
38956,16.28599
38957,19.8864
38958,11.221341
38959,4.987105
38960,10.3553095
38961,13.988065
38962,8.056513
38963,17.791176
38964,13.34014
38965,8.381352
38966,12.281735
38967,13.895465
38968,14.0592375
38969,13.69671
38970,5.940931
38971,19.629335
38972,22.00105
38973,10.303096
38974,14.498158
38975,13.578958
38976,11.617702
38977,6.7095156
38978,8.2912445
38979,19.194609
38980,11.600529
38981,16.735561
38982,3.899984
38983,10.383185
38984,5.5220985
38985,5.6100965
38986,19.301931
38987,7.2729926
38988,11.232945
38989,8.326734
38990,12.217288
38991,15.718218
38992,13.598344
38993,12.747673
38994,15.205534
38995,4.5729074
38996,10.898136
38997,11.128899
38998,12.131066
38999,15.825536
39000,15.08352
39001,17.246004
39002,16.159437
39003,15.847887
39004,15.862847
39005,9.092773
39006,11.058329
39007,15.223934
39008,12.626978
39009,10.93748
39010,6.2372756
39011,9.619653
39012,10.942391
39013,14.188352
39014,13.388278
39015,10.420539
39016,4.638431
39017,8.167238
39018,10.518302
39019,9.448509
39020,10.027463
39021,13.655368
39022,10.282546
39023,12.308269
39024,26.22507
39025,8.980229
39026,10.780976
39027,12.302263
39028,15.926451
39029,26.74623
39030,11.879826
39031,10.0825205
39032,16.307877
39033,11.642003
39034,15.562698
39035,20.405725
39036,11.2832
39037,12.45223
39038,20.828802
39039,10.343059
39040,19.988173
39041,13.159997
39042,4.8072553
39043,8.84333
39044,15.518321
39045,14.916146
39046,11.075478
39047,4.1425614
39048,11.135151
39049,10.373861
39050,13.327815
39051,4.7962627
39052,5.975908
39053,9.741893
39054,7.1904435
39055,11.221541
39056,21.82895
39057,4.89576
39058,9.672866
39059,5.8185754
39060,13.588493
39061,15.914873
39062,11.099636
39063,14.837382
39064,18.579355
39065,13.22629
39066,12.379058
39067,4.89951
39068,4.5863442
39069,4.5173154
39070,6.838139
39071,16.724308
39072,4.512058
39073,13.357314
39074,9.081483
39075,11.639163
39076,11.455488
39077,11.87449
39078,10.867148
39079,8.505601
39080,4.7699857
39081,19.852427
39082,8.190926
39083,5.7412395
39084,14.503212
39085,10.666038
39086,12.717502
39087,16.653154
39088,7.892342
39089,13.19201
39090,17.000109
39091,16.082394
39092,7.2745824
39093,8.58439
39094,12.810984
39095,14.56627
39096,5.284282
39097,10.80761
39098,9.8787775
39099,11.282076
39100,13.60346
39101,12.240928
39102,17.21422
39103,19.20489
39104,12.089276
39105,11.704118
39106,10.300098
39107,5.1723485
39108,8.191757
39109,10.945998
39110,16.805696
39111,14.861808
39112,4.3866663
39113,4.1119494
39114,10.546078
39115,5.4960036
39116,9.683465
39117,9.872621
39118,13.829181
39119,13.833531
39120,15.967587
39121,5.0639706
39122,11.506146
39123,15.340119
39124,10.165004
39125,15.537881
39126,10.8558855
39127,13.1593895
39128,3.460592
39129,3.4799333
39130,13.772506
39131,6.6167083
39132,18.705038
39133,12.290206
39134,7.6392965
39135,5.813856
39136,11.757077
39137,11.989781
39138,19.199045
39139,8.44062
39140,13.889786
