,best_NN_score_alpha1_5_tr
42016,11.204384
42017,13.072505
42018,6.3739805
42019,3.386261
42020,7.986867
42021,13.191734
42022,7.556922
42023,14.186589
42024,9.96671
42025,8.167584
42026,15.546991
42027,11.364288
42028,9.296467
42029,14.748147
42030,14.7873745
42031,12.224427
42032,3.8647137
42033,17.341124
42034,11.961914
42035,10.733889
42036,10.430138
42037,7.408326
42038,15.000988
42039,16.812119
42040,8.732654
42041,10.9681
42042,17.275251
42043,8.513288
42044,14.420467
42045,8.916871
42046,4.1834292
42047,14.113144
42048,10.4070635
42049,9.623082
42050,6.1111717
42051,6.399091
42052,19.05208
42053,12.329252
42054,11.627968
42055,12.392524
42056,4.598551
42057,20.83886
42058,5.1551743
42059,4.126272
42060,10.029556
42061,11.091479
42062,4.315669
42063,4.4610133
42064,13.444143
42065,12.083687
42066,10.038807
42067,13.775408
42068,16.583971
42069,15.322998
42070,8.675544
42071,16.28213
42072,11.169704
42073,11.481831
42074,4.5962744
42075,8.715153
42076,10.175247
42077,13.686951
42078,16.297108
42079,13.043808
42080,15.947346
42081,13.716892
42082,6.95492
42083,18.29647
42084,9.798666
42085,4.008242
42086,16.166773
42087,19.069918
42088,13.606537
42089,15.253292
42090,5.7307696
42091,13.417877
42092,11.014644
42093,6.4334946
42094,9.318903
42095,12.036854
42096,11.256048
42097,14.923041
42098,12.952511
42099,5.859906
42100,16.74169
42101,6.3610644
42102,8.818132
42103,12.860046
42104,22.256784
42105,5.513767
42106,8.24092
42107,10.031947
42108,14.139363
42109,12.06815
42110,20.50543
42111,19.4461
42112,13.518021
42113,3.1157963
42114,13.077065
42115,22.041563
42116,5.126917
42117,18.882597
42118,9.006937
42119,11.272093
42120,10.98181
42121,12.257866
42122,15.9943905
42123,15.073806
42124,18.685057
42125,9.815261
42126,10.036526
42127,11.326349
42128,12.856606
42129,16.133581
42130,10.594307
42131,3.9551058
42132,10.547724
42133,15.117265
42134,11.087185
42135,11.480173
42136,4.953363
42137,18.606188
42138,12.394449
42139,4.863473
42140,10.260029
42141,18.62611
42142,11.454406
42143,4.242345
42144,14.602104
42145,10.492331
42146,10.926308
42147,18.358587
42148,10.764676
42149,8.057321
42150,11.511564
42151,13.743769
42152,19.95793
42153,11.400371
42154,12.453882
42155,5.234561
42156,9.330002
42157,15.534748
42158,10.866675
42159,4.923865
42160,4.6639986
42161,5.9331436
42162,20.12123
42163,7.0116305
42164,9.472017
42165,7.1352983
42166,10.376203
42167,10.241445
42168,9.792501
42169,6.3614445
42170,10.8336315
42171,11.4231205
42172,16.170559
42173,4.1304135
42174,5.4051723
42175,9.516005
42176,11.536116
42177,10.405432
42178,4.6196847
42179,4.6960444
42180,12.001628
42181,6.7007055
42182,6.177147
42183,11.686972
42184,4.1824093
42185,10.18223
42186,8.9179535
42187,10.323334
42188,10.983686
42189,9.204565
42190,7.834627
42191,17.033667
42192,14.481373
42193,18.490211
42194,16.22883
42195,8.486003
42196,12.313335
42197,17.080942
42198,10.335806
42199,10.190039
42200,14.32777
42201,14.081713
42202,10.458459
42203,9.17824
42204,12.77244
42205,21.323988
42206,11.406933
42207,5.1427717
42208,10.624599
42209,19.39251
42210,10.563389
42211,8.95978
42212,14.854265
42213,10.4516945
42214,13.876749
42215,3.9537342
42216,18.941494
42217,9.772186
42218,12.066664
42219,8.311968
42220,6.2668896
42221,4.6216435
42222,11.958612
42223,13.346416
42224,5.071618
42225,9.096018
42226,4.451696
42227,3.76461
42228,14.986601
42229,18.066118
42230,12.678427
42231,19.550627
42232,12.232676
42233,19.731215
42234,12.377086
42235,8.592091
42236,8.493555
42237,14.268406
42238,3.8493626
42239,5.507792
42240,11.825588
42241,6.573573
42242,10.354826
42243,11.260948
42244,8.030094
42245,9.632163
42246,12.523911
42247,14.329618
42248,3.7871294
42249,11.197706
42250,12.165192
42251,11.998952
42252,19.670282
42253,9.554264
42254,12.360942
42255,3.0492287
42256,7.7603703
42257,9.792636
42258,15.595026
42259,11.794773
42260,11.426771
42261,19.760773
42262,13.059336
42263,5.384431
42264,15.7841015
42265,9.64653
42266,12.250294
42267,9.886738
42268,13.665686
42269,20.250618
42270,4.827415
42271,11.053754
42272,7.291332
42273,14.329889
42274,11.390098
42275,15.771833
42276,15.706548
42277,13.923019
42278,16.161001
42279,5.5816464
42280,11.678404
42281,7.9631653
42282,11.924155
42283,7.84903
42284,11.12977
42285,10.394867
42286,9.976324
42287,11.397274
42288,11.687899
42289,13.492752
42290,12.524853
42291,12.4321575
42292,5.164544
42293,11.915641
42294,5.6303444
42295,11.514631
42296,10.970336
42297,24.349794
42298,2.9104617
42299,11.142099
42300,20.305735
42301,10.094867
42302,10.500699
42303,8.420019
42304,11.0443
42305,9.60197
42306,17.073687
42307,4.44262
42308,11.519151
42309,7.614084
42310,9.560604
42311,20.535784
42312,9.64631
42313,12.773182
42314,13.191447
42315,9.501559
42316,12.653757
42317,18.50773
42318,13.460788
42319,11.970247
42320,8.379827
42321,4.185693
42322,14.739563
42323,11.915649
42324,10.315012
42325,12.35022
42326,12.785547
42327,10.485547
42328,11.101528
42329,8.473784
42330,11.582211
42331,5.5300713
42332,8.152456
42333,11.505915
42334,7.996385
42335,16.511526
42336,14.816545
42337,4.080439
42338,10.412896
42339,13.711237
42340,3.3673794
42341,15.914557
42342,12.328791
42343,8.642048
42344,15.994998
42345,14.516445
42346,8.103392
42347,5.279569
42348,6.5721807
42349,11.427715
42350,11.352471
42351,12.603617
42352,14.108763
42353,14.299289
42354,13.410657
42355,17.642908
42356,7.8208375
42357,11.903368
42358,11.515103
42359,15.517244
42360,10.260735
42361,11.129413
42362,3.4507208
42363,9.179954
42364,21.770542
42365,9.585332
42366,11.044704
42367,5.493284
42368,12.050594
42369,22.38594
42370,10.0630245
42371,19.249075
42372,17.538574
42373,12.335312
42374,6.886834
42375,9.769735
42376,4.756613
42377,5.0399113
42378,12.141752
42379,12.891713
42380,18.25498
42381,9.676825
42382,6.865034
42383,19.29273
42384,11.526443
42385,3.678665
42386,16.980112
42387,12.041115
42388,7.7145267
42389,4.996136
42390,9.827053
42391,12.072493
42392,10.682957
42393,22.507887
42394,14.457212
42395,9.508419
42396,15.420322
42397,20.631144
42398,4.1478305
42399,18.141584
42400,11.746107
42401,20.407618
42402,13.602722
42403,10.990341
42404,10.631723
42405,10.096725
42406,13.268103
42407,11.7061615
42408,12.09001
42409,9.777809
42410,13.964222
42411,11.148592
42412,8.080084
42413,6.3749237
42414,3.452902
42415,4.3522587
42416,10.811743
42417,18.86516
42418,17.854446
42419,6.439022
42420,9.215103
42421,9.249844
42422,5.209447
42423,4.2259164
42424,8.182472
42425,16.42819
42426,22.011595
42427,13.080352
42428,10.35951
42429,8.727409
42430,10.3841305
42431,11.841636
42432,7.485888
42433,10.658406
42434,9.416411
42435,10.260616
42436,8.974798
42437,21.405241
42438,10.036957
42439,18.961874
42440,15.265987
42441,2.5800521
42442,7.3768244
42443,10.850479
42444,14.519299
42445,6.675655
42446,14.186676
42447,15.133218
42448,16.835249
42449,21.916842
42450,21.904406
42451,8.098462
42452,9.481325
42453,11.051956
42454,23.756254
42455,12.566439
42456,14.390378
42457,4.6837907
42458,21.265154
42459,18.637486
42460,3.2893043
42461,13.666183
42462,16.550587
42463,12.007654
42464,10.545946
42465,14.085854
42466,9.035444
42467,2.7408617
42468,16.218594
42469,4.58475
42470,14.421281
42471,19.48556
42472,13.475355
42473,20.24138
42474,14.629432
42475,8.516627
42476,14.205207
42477,12.90048
42478,9.701168
42479,9.691044
42480,11.398805
42481,9.240881
42482,13.227143
42483,9.604372
42484,15.427275
42485,3.8803523
42486,17.374014
42487,13.602502
42488,11.795255
42489,10.991355
42490,5.179983
42491,16.884604
42492,4.6569057
42493,12.096958
42494,7.7300377
42495,9.322241
42496,5.1547627
42497,10.590155
42498,10.285986
42499,15.382397
42500,20.785059
42501,6.837926
42502,13.195322
42503,6.3809247
42504,6.7997885
42505,15.4997635
42506,3.5368059
42507,9.733466
42508,10.302225
42509,7.077902
42510,6.9573665
42511,3.29337
42512,4.4161468
42513,10.89266
42514,11.680038
42515,11.529358
42516,16.170797
42517,13.913374
42518,19.12154
42519,11.248292
42520,4.60844
42521,12.922045
42522,10.059061
42523,20.244131
42524,10.412834
42525,14.327873
42526,10.677538
42527,14.16671
42528,12.396276
42529,21.102846
42530,12.500204
42531,10.82878
42532,7.6552715
42533,20.383642
42534,9.796423
42535,3.5019906
42536,10.187609
42537,5.146059
42538,3.7283766
42539,16.673021
42540,12.995069
42541,9.9584
42542,13.367681
42543,11.227795
42544,11.6337185
42545,9.635218
42546,10.92709
42547,8.773703
42548,7.2285976
42549,4.5250983
42550,14.52524
42551,11.506105
42552,11.465691
42553,19.83138
42554,16.736633
42555,19.862192
42556,10.79702
42557,10.229675
42558,14.39605
42559,12.532528
42560,6.1853933
42561,5.0728984
42562,9.707987
42563,7.4713197
42564,9.883736
42565,18.336443
42566,12.699984
42567,4.1030684
42568,10.762964
42569,10.596737
42570,14.213434
42571,7.589869
42572,13.32225
42573,8.343484
42574,14.29417
42575,13.487971
42576,19.40138
42577,7.690797
42578,12.226817
42579,12.75766
42580,11.56399
42581,8.387738
42582,11.545898
42583,10.015769
42584,13.252267
42585,14.423506
42586,5.192311
42587,10.356145
42588,15.127249
42589,10.018338
42590,16.089636
42591,16.728601
42592,15.922579
42593,5.323898
42594,13.011578
42595,10.8928175
42596,6.730959
42597,3.5828807
42598,13.0308075
42599,11.317579
42600,4.9912133
42601,5.324315
42602,7.5068154
42603,16.867447
42604,3.1869051
42605,6.67768
42606,12.843844
42607,18.594707
42608,5.8148627
42609,16.067492
42610,4.0289626
42611,10.32205
42612,13.473812
42613,9.32933
42614,10.528919
42615,11.152306
42616,11.593446
42617,11.6234865
42618,5.315366
42619,13.206998
42620,8.816002
42621,13.207249
42622,3.921274
42623,18.008894
42624,19.493498
42625,14.709019
42626,16.865208
42627,12.930948
42628,15.931423
42629,7.1967783
42630,11.218174
42631,12.141699
42632,4.650031
42633,12.083889
42634,10.740461
42635,4.9345655
42636,7.983639
42637,4.0872493
42638,14.064888
42639,10.074975
42640,24.29472
42641,12.376867
42642,17.574465
42643,9.586778
42644,14.479031
42645,12.678745
42646,22.961466
42647,4.461246
42648,4.1928096
42649,11.23967
42650,11.601295
42651,11.837955
42652,5.458724
42653,10.422502
42654,10.856594
42655,6.772434
42656,12.998505
42657,9.6705265
42658,22.898474
42659,14.6678915
42660,5.3507137
42661,6.1851406
42662,10.50079
42663,10.979465
42664,4.5886145
42665,11.900284
42666,7.129917
42667,16.600546
42668,10.580869
42669,11.661561
42670,11.9541645
42671,8.218147
42672,12.889872
42673,4.7295938
42674,13.082022
42675,10.454111
42676,15.538278
42677,9.052315
42678,6.1005697
42679,13.245581
42680,17.654428
42681,11.988623
42682,17.315044
42683,12.749951
42684,11.568741
42685,28.223507
42686,9.246122
42687,4.4304037
42688,10.272728
42689,9.435876
42690,10.399702
42691,14.636253
42692,11.541247
42693,6.090872
42694,11.565656
42695,14.485588
42696,3.527255
42697,9.6276
42698,5.8628387
42699,24.186113
42700,18.983507
42701,17.3607
42702,3.5848186
42703,7.242442
42704,10.54203
42705,15.351634
42706,6.6695967
42707,23.545189
42708,6.511839
42709,5.7203884
42710,18.389372
42711,4.6418896
42712,19.64912
42713,11.248534
42714,10.903345
42715,13.264524
42716,4.125895
42717,12.896696
42718,10.634777
42719,16.398256
42720,13.996839
42721,22.119608
42722,7.4507055
42723,6.3912096
42724,21.67346
42725,10.614771
42726,10.361319
42727,9.637358
42728,14.685907
42729,8.133741
42730,17.868313
42731,15.679828
42732,9.9955635
42733,13.64938
42734,6.4565787
42735,13.149754
42736,14.299362
42737,20.356321
42738,10.675444
42739,11.335062
42740,18.867804
42741,6.418024
42742,12.082078
42743,23.603022
42744,5.271302
42745,12.825312
42746,7.950191
42747,13.380938
42748,4.328527
42749,9.892914
42750,7.0435944
42751,9.240306
42752,9.344788
42753,10.675772
42754,2.7919614
42755,12.855413
42756,4.6187735
42757,17.127686
42758,11.943659
42759,3.6256573
42760,16.453249
42761,12.289603
42762,12.081923
42763,12.682426
42764,12.247751
42765,8.593476
42766,14.839838
42767,9.200943
42768,15.488864
42769,20.561205
42770,6.399578
42771,10.269689
42772,15.081611
42773,8.381896
42774,15.0445
42775,12.914831
42776,7.381656
42777,10.528648
42778,11.126662
42779,12.135776
42780,10.608797
42781,11.32288
42782,9.010461
42783,11.933483
42784,13.679789
42785,3.3516557
42786,6.7718763
42787,6.939467
42788,11.294107
42789,13.86574
42790,5.143678
42791,7.4632034
42792,7.8469224
42793,6.7140274
42794,9.830193
42795,10.618415
42796,6.3020916
42797,15.163404
42798,8.193472
42799,19.964613
42800,11.672734
42801,11.15523
42802,9.209032
42803,4.145683
42804,13.80688
42805,14.163891
42806,9.48016
42807,12.356626
42808,11.501736
42809,8.275101
42810,12.884652
42811,8.359111
42812,4.5146465
42813,13.096524
42814,16.275318
42815,7.5299044
42816,12.165225
42817,7.1505055
42818,7.5981846
42819,18.458706
42820,17.179663
42821,10.819454
42822,8.945508
42823,11.479383
42824,11.913223
42825,5.5022144
42826,5.525985
42827,18.817259
42828,17.854338
42829,11.417214
42830,12.643291
42831,9.361492
42832,13.556926
42833,7.260427
42834,7.7081947
42835,3.5330877
42836,6.9356995
42837,10.00881
42838,13.071873
42839,9.125472
42840,7.3399854
42841,5.6964216
42842,4.4246607
42843,8.702791
42844,11.294439
42845,9.295782
42846,16.203058
42847,19.758022
42848,15.991094
42849,9.543529
42850,31.138039
42851,7.0454144
42852,11.309202
42853,10.8697405
42854,7.3479495
42855,9.340971
42856,8.81138
42857,18.12729
42858,7.334526
42859,7.8679953
42860,7.2870398
42861,11.649525
42862,12.347601
42863,11.526964
42864,16.496567
42865,19.428473
42866,3.9128263
42867,7.2788105
42868,5.8376894
42869,13.416575
42870,11.304027
42871,16.622332
42872,4.786145
42873,9.490645
42874,12.236726
42875,9.116159
42876,9.024466
42877,6.8002515
42878,12.037569
42879,9.243715
42880,8.286773
42881,14.540949
42882,14.678732
42883,9.124142
42884,16.16805
42885,4.6671352
42886,11.1928425
42887,10.854392
42888,17.359247
42889,14.005438
42890,9.289176
42891,15.386835
42892,4.7863874
42893,4.1107626
42894,22.947351
42895,5.9582176
42896,13.313416
42897,7.601426
42898,11.801766
42899,10.023825
42900,32.907787
42901,11.732969
42902,15.110463
42903,14.235505
42904,9.914097
42905,12.179116
42906,10.251285
42907,12.510596
42908,5.620638
42909,6.3652267
42910,17.652983
42911,12.765024
42912,9.903095
42913,9.697602
42914,13.599433
42915,6.3486023
42916,6.294702
42917,10.575056
42918,3.4085257
42919,12.504423
42920,5.753296
42921,10.340212
42922,11.424555
42923,15.67415
42924,18.571123
42925,16.396559
42926,3.8050666
42927,5.164258
42928,15.04889
42929,10.142778
42930,10.113268
42931,14.161011
42932,15.5435
42933,5.4507046
42934,11.116098
42935,11.170406
42936,11.11413
42937,10.167673
42938,5.3155365
42939,11.587315
42940,9.681307
42941,4.540935
42942,4.6273165
42943,14.521274
42944,5.564004
42945,7.6773434
42946,10.759447
42947,9.957141
42948,12.437321
42949,12.528654
42950,10.734774
42951,14.945983
42952,10.44462
42953,20.206137
42954,19.483583
42955,5.9750977
42956,10.15851
42957,12.8693695
42958,14.830474
42959,11.105688
42960,9.428006
42961,9.770107
42962,7.415889
42963,19.08567
42964,10.146079
42965,5.7946687
42966,15.52569
42967,11.367778
42968,11.489574
42969,10.298737
42970,20.56722
42971,6.522256
42972,10.621187
42973,18.444307
42974,21.223345
42975,15.191418
42976,14.398867
42977,20.416746
42978,9.379316
42979,15.240246
42980,8.893402
42981,15.603743
42982,11.741165
42983,17.9588
42984,18.08529
42985,12.095545
42986,12.662584
42987,16.111626
42988,17.037846
42989,16.15279
42990,10.776405
42991,12.916472
42992,7.534073
42993,10.6707535
42994,10.315796
42995,17.962729
42996,4.619647
42997,4.95811
42998,10.277034
42999,4.5728717
43000,10.351402
43001,6.277765
43002,13.471666
43003,12.726934
43004,21.231577
43005,10.984119
43006,12.240803
43007,11.723743
43008,19.499163
43009,10.674586
43010,9.051807
43011,6.3587103
43012,14.97249
43013,4.189768
43014,27.066694
43015,20.95054
43016,17.335892
43017,13.350109
43018,4.0398474
43019,13.80496
43020,6.1782846
43021,7.395234
43022,15.601518
43023,5.428202
43024,15.473293
43025,18.600985
43026,16.567177
43027,7.304716
43028,16.034775
43029,14.055083
43030,10.770783
43031,20.959673
43032,10.826496
43033,10.172375
43034,4.462015
43035,4.9681435
43036,12.553988
43037,4.3769164
43038,15.06949
43039,13.04469
43040,4.6951523
43041,8.424432
43042,30.394194
43043,20.54203
43044,18.323917
43045,14.267406
43046,10.417009
43047,7.9375334
43048,10.106345
43049,15.476894
43050,13.203348
43051,22.57176
43052,15.363523
43053,18.240257
43054,10.8933
43055,11.25021
43056,7.43392
43057,12.899303
43058,6.7485075
43059,15.945634
43060,17.168346
43061,5.5459785
43062,8.711439
43063,18.936594
43064,8.457075
43065,17.344618
43066,16.789026
43067,8.041139
43068,4.2211523
43069,12.690674
43070,13.6671715
43071,11.430981
43072,4.9690166
43073,9.653529
43074,3.4936147
43075,4.161072
43076,6.463127
43077,12.05344
43078,12.944421
43079,11.961407
43080,8.512071
43081,13.70492
43082,15.385852
43083,13.248859
43084,13.782213
43085,15.270676
43086,4.799876
43087,21.985682
43088,14.325333
43089,4.621372
43090,19.888683
43091,8.173377
43092,15.428474
43093,13.78092
43094,3.6789875
43095,12.861444
43096,7.5127783
43097,10.875267
43098,18.896624
43099,6.1580997
43100,9.426143
43101,20.30173
43102,13.148416
43103,11.413233
43104,12.053862
43105,11.278147
43106,15.656581
43107,17.893156
43108,11.860066
43109,12.301804
43110,8.0771475
43111,7.867444
43112,9.503819
43113,7.472271
43114,12.539703
43115,9.217085
43116,11.550024
43117,9.348963
43118,8.675269
43119,9.633855
43120,22.538948
43121,9.663969
43122,9.305711
43123,10.808115
43124,27.160692
43125,3.9830606
43126,11.886714
43127,13.329795
43128,15.502234
43129,6.9273276
43130,7.9115977
43131,8.542462
43132,11.512709
43133,17.67523
43134,6.543122
43135,5.088397
43136,14.04043
43137,9.828108
43138,13.913933
43139,11.7948
43140,14.915108
43141,18.750216
43142,15.360525
43143,12.77886
43144,4.2629733
43145,10.755089
43146,12.102008
43147,6.0043225
43148,6.207023
43149,10.734123
43150,9.628725
43151,11.559809
43152,13.644383
43153,4.6962333
43154,8.91919
43155,14.992849
43156,13.899431
43157,11.221928
43158,5.156022
43159,10.06432
43160,14.86419
43161,5.173274
43162,17.50411
43163,6.566269
43164,4.9356456
43165,9.829927
43166,10.535372
43167,10.36
43168,5.7522264
43169,17.682175
43170,7.3994
43171,6.9241467
43172,12.4408
43173,11.499206
43174,19.055643
43175,7.105144
43176,4.885252
43177,17.096743
43178,5.7387056
43179,18.799517
43180,10.480305
43181,7.4625463
43182,14.345963
43183,8.460842
43184,4.5714827
43185,15.038298
43186,4.45175
43187,18.458813
43188,17.05181
43189,20.715008
43190,8.652348
43191,10.2511425
43192,7.746423
43193,15.48077
43194,21.103188
43195,9.232477
43196,12.725616
43197,11.760348
43198,10.922451
43199,14.554007
43200,15.582993
43201,4.6433444
43202,8.1707325
43203,10.007511
43204,4.8494225
43205,20.521235
43206,14.208526
43207,10.383627
43208,13.190514
43209,19.96509
43210,11.004187
43211,12.046051
43212,10.017656
43213,8.567164
43214,15.743999
43215,11.26577
43216,4.8019705
43217,14.84822
43218,10.757532
43219,6.0000963
43220,10.288965
43221,14.231527
43222,16.277145
43223,15.904897
43224,3.7288816
43225,15.691927
43226,4.7462845
43227,15.900553
43228,5.164303
43229,5.803213
43230,8.322848
43231,4.978154
43232,5.9240913
43233,6.685025
43234,19.379818
43235,5.6164684
43236,10.621836
43237,19.14211
43238,8.187931
43239,14.118309
43240,4.9408016
43241,8.544632
43242,12.801898
43243,10.708469
43244,4.5161185
43245,11.813923
43246,8.368592
43247,17.279224
43248,8.387876
43249,15.579067
43250,11.335312
43251,5.138533
43252,19.619291
43253,11.339202
43254,16.988451
43255,5.9908366
43256,21.767017
43257,12.023614
43258,23.202745
43259,9.743734
43260,3.258438
43261,11.240295
43262,4.599158
43263,5.269063
43264,13.0553875
43265,12.968889
43266,19.102009
43267,18.2911
43268,12.457613
43269,10.024256
43270,8.78015
43271,10.877402
43272,4.5376463
43273,19.824362
43274,4.6096416
43275,10.200657
43276,12.45893
43277,10.165572
43278,5.1442804
43279,12.524487
43280,12.5959835
43281,5.709652
43282,14.007648
43283,22.37114
43284,5.5701776
43285,15.149662
43286,17.907015
43287,5.892665
43288,14.519241
43289,8.916433
43290,4.171389
43291,10.231415
43292,13.202836
43293,14.07053
43294,5.272243
43295,5.3291574
43296,5.1481857
43297,9.247725
43298,5.7178926
43299,10.320819
43300,6.5061073
43301,4.7511845
43302,6.1709533
43303,11.275486
43304,12.832685
43305,10.807278
43306,18.088575
43307,13.429222
43308,6.039557
43309,4.8323717
43310,4.0635076
43311,3.5137832
43312,13.859755
43313,13.312954
43314,20.831503
43315,20.067966
43316,3.2370722
43317,10.728117
43318,13.888769
43319,10.795401
43320,12.690207
43321,11.474563
43322,10.716356
43323,10.595861
43324,12.133726
43325,13.718773
43326,12.307793
43327,2.9488468
43328,19.122076
43329,10.799191
43330,16.467968
43331,13.266518
43332,12.79064
43333,10.17955
43334,11.986923
43335,10.556196
43336,15.646499
43337,7.878186
43338,12.078877
43339,16.132648
43340,18.323854
43341,4.142387
43342,10.618921
43343,8.140802
43344,18.22184
43345,6.012567
43346,12.7606945
43347,12.985716
43348,7.2556286
43349,10.013414
43350,23.656694
43351,5.4515686
43352,10.947433
43353,5.086754
43354,10.915841
43355,5.3484015
43356,6.236168
43357,4.670108
43358,9.533502
43359,11.680249
43360,16.540989
43361,6.33263
43362,8.083794
43363,13.255009
43364,8.697366
43365,15.944437
43366,5.3022947
43367,13.168408
43368,11.59276
43369,9.984627
43370,13.390596
43371,5.681775
43372,6.689753
43373,17.26395
43374,12.071076
43375,8.674339
43376,13.91326
43377,19.591208
43378,12.024203
43379,11.699046
43380,4.7225943
43381,17.126894
43382,8.860786
43383,17.601068
43384,5.5832753
43385,12.06921
43386,12.354774
43387,13.3162
43388,19.66982
43389,7.7365746
43390,12.647476
43391,12.968403
43392,14.604506
43393,8.318862
43394,10.405366
43395,11.579514
43396,2.8151197
43397,12.966343
43398,16.832697
43399,5.0790777
43400,8.81533
43401,9.480992
43402,8.96823
43403,9.537977
43404,23.298613
43405,25.116167
43406,11.537591
43407,19.303202
43408,3.724477
43409,18.230185
43410,11.814449
43411,3.9261873
43412,9.7574835
43413,11.312432
43414,13.196405
43415,11.305222
43416,16.393156
43417,13.532053
43418,16.943527
43419,9.240677
43420,20.063108
43421,15.252256
43422,5.73747
43423,16.26826
43424,18.364038
43425,4.3032937
43426,11.01618
43427,14.24531
43428,22.929834
43429,8.00517
43430,16.714762
43431,17.825226
43432,14.72818
43433,6.730974
43434,8.900242
43435,13.314085
43436,10.675887
43437,12.902031
43438,17.398554
43439,11.201391
43440,5.108636
43441,10.284679
43442,18.889502
43443,10.226982
43444,9.57736
43445,14.347614
43446,14.487994
43447,5.057409
43448,24.096197
43449,19.088984
43450,7.8232403
43451,9.977602
43452,5.60082
43453,15.053394
43454,10.076763
43455,14.129393
43456,4.875103
43457,13.822693
43458,8.782602
43459,15.135929
43460,4.3115573
43461,10.762838
43462,7.645853
43463,3.952853
43464,10.16371
43465,18.204226
43466,10.193174
43467,5.9645157
43468,12.7072735
43469,20.101973
43470,17.187958
43471,20.07231
43472,14.829372
43473,6.791996
43474,15.346788
43475,14.780189
43476,16.85474
43477,13.704939
43478,8.804176
43479,9.865043
43480,18.229475
43481,9.611992
43482,10.503069
43483,3.9044645
43484,3.7091935
43485,9.174379
43486,12.405045
43487,14.418526
43488,12.21861
43489,3.512471
43490,20.062407
43491,22.482927
43492,3.2651212
43493,10.583367
43494,13.03569
43495,14.600224
43496,6.764345
43497,11.340784
43498,13.030199
43499,9.658003
43500,15.389378
43501,12.477755
43502,11.3275
43503,3.6387806
43504,7.973449
43505,18.751883
43506,4.1438193
43507,16.163582
43508,11.033782
43509,15.354118
43510,12.281488
43511,18.306347
43512,10.037197
43513,3.5572722
43514,12.797529
43515,6.050954
43516,12.902352
43517,9.25391
43518,5.1704717
43519,12.767355
43520,17.282877
43521,6.5243917
43522,13.210306
43523,17.050615
43524,16.856056
43525,12.125546
43526,14.938009
43527,19.307205
43528,12.80358
43529,7.6921496
43530,13.727528
43531,11.412707
43532,14.353974
43533,11.9067135
43534,12.972662
43535,6.5020638
43536,15.40839
43537,3.800732
43538,13.446503
43539,4.059141
43540,4.5285034
43541,5.8036456
43542,13.127868
43543,11.967304
43544,15.261528
43545,4.4686794
43546,9.440235
43547,10.547539
43548,17.511963
43549,4.057136
43550,11.838011
43551,13.070545
43552,16.170753
43553,10.125916
43554,15.94945
43555,13.681349
43556,7.233654
43557,8.503497
43558,19.539389
43559,11.576278
43560,3.2120726
43561,5.6956887
43562,9.240602
43563,19.484613
43564,11.368569
43565,9.038351
43566,4.951148
43567,10.86149
43568,16.721916
43569,12.245575
43570,11.477264
43571,10.121878
43572,16.831184
43573,13.556295
43574,18.870974
43575,10.756087
43576,15.552052
43577,9.868631
43578,6.7624173
43579,12.74441
43580,9.365805
43581,4.245258
43582,10.841505
43583,6.0322456
43584,4.5487022
43585,11.301485
43586,3.6684754
43587,18.267477
43588,20.985025
43589,19.044544
43590,16.735868
43591,10.894226
43592,14.584408
43593,8.850824
43594,13.888394
43595,15.021656
43596,9.503948
43597,5.2451158
43598,11.382517
43599,14.571062
43600,17.751966
43601,10.112305
43602,15.313157
43603,15.510755
43604,9.529212
43605,11.711006
43606,12.282617
43607,6.924926
43608,6.6017294
43609,12.005836
43610,10.43057
43611,17.357416
43612,12.518462
43613,14.414634
43614,10.958046
43615,17.800943
43616,9.580381
43617,5.213698
43618,12.847017
43619,9.754801
43620,13.376284
43621,15.638626
43622,12.027524
43623,14.523329
43624,12.215216
43625,19.077784
43626,5.571063
43627,4.2997346
43628,13.984032
43629,9.971027
43630,5.177111
43631,14.822041
43632,11.595896
43633,5.870365
43634,4.3853474
43635,13.365398
43636,5.0059924
43637,20.555563
43638,14.66877
43639,7.3635397
43640,23.112734
43641,14.65145
43642,12.057866
43643,3.9947238
43644,15.018827
43645,9.7662525
43646,16.852983
43647,4.194417
43648,13.506485
43649,5.3151436
43650,11.94982
43651,10.854607
43652,17.008665
43653,8.378211
43654,10.6682415
43655,10.200139
43656,13.100036
43657,11.156114
43658,3.9711754
43659,11.000734
43660,18.97684
43661,5.1824403
43662,8.029418
43663,21.617474
43664,12.603774
43665,12.029158
43666,17.035404
43667,9.366018
43668,15.017608
43669,3.814368
43670,10.351001
43671,20.432497
43672,12.617544
43673,13.981942
43674,7.103301
43675,11.882751
43676,18.269316
43677,4.6659164
43678,9.636865
43679,5.6741695
43680,15.896446
43681,7.836279
43682,3.7483056
43683,16.073742
43684,11.513281
43685,9.417953
43686,14.22078
43687,10.833719
43688,14.493205
43689,13.337547
43690,6.2995763
43691,4.46844
43692,4.896453
43693,3.7272422
43694,4.0018682
43695,13.457035
43696,16.759996
43697,11.354276
43698,15.997026
43699,12.553703
43700,4.3128633
43701,12.157091
43702,11.268794
43703,12.202085
43704,10.899939
43705,10.586785
43706,9.418375
43707,8.776592
43708,17.175177
43709,10.373439
43710,12.374956
43711,10.568937
43712,9.782278
43713,14.179386
43714,22.049772
43715,4.254205
43716,12.712011
43717,11.562973
43718,9.119343
43719,5.8730946
43720,7.5404296
43721,5.2234845
43722,14.798052
43723,9.935661
43724,4.5143733
43725,14.988215
43726,4.446295
43727,12.177561
