,best_NN_score_alpha1_tr
57937,4.4112587
57938,16.377502
57939,5.2260895
57940,11.863073
57941,8.855541
57942,8.272541
57943,9.865513
57944,4.6457634
57945,5.288042
57946,9.450705
57947,3.5403109
57948,13.100863
57949,3.5711145
57950,9.644561
57951,9.393288
57952,4.7111373
57953,11.473492
57954,11.143661
57955,9.681244
57956,10.843224
57957,9.156479
57958,7.270074
57959,13.137724
57960,9.742834
57961,5.727839
57962,6.347041
57963,12.096586
57964,11.067005
57965,13.054528
57966,9.692999
57967,12.95607
57968,9.335232
57969,12.798674
57970,13.187513
57971,14.6066475
57972,2.7712274
57973,8.494265
57974,11.005827
57975,5.2899294
57976,12.037903
57977,9.641979
57978,5.055271
57979,7.7022333
57980,3.7557995
57981,12.775406
57982,6.2909403
57983,10.006744
57984,13.418209
57985,6.9012637
57986,8.761706
57987,13.866957
57988,11.5631485
57989,12.338375
57990,3.7397873
57991,10.375577
57992,12.021828
57993,11.773157
57994,4.5669084
57995,11.92169
57996,10.256363
57997,10.649796
57998,5.595536
57999,9.846338
58000,14.921902
58001,13.051548
58002,9.334002
58003,10.113297
58004,3.0717888
58005,7.414719
58006,12.152305
58007,10.18129
58008,17.172775
58009,12.172967
58010,3.7327769
58011,5.0208282
58012,7.0148125
58013,3.2530367
58014,9.09922
58015,10.992683
58016,10.60428
58017,10.74555
58018,11.853136
58019,12.453451
58020,5.3136954
58021,10.400098
58022,4.767767
58023,12.334768
58024,10.314196
58025,12.277248
58026,16.552114
58027,10.91337
58028,8.894607
58029,13.143784
58030,11.844496
58031,10.540646
58032,10.880488
58033,10.665881
58034,12.930257
58035,9.286475
58036,8.045257
58037,11.853376
58038,8.075686
58039,9.365708
58040,5.35307
58041,10.703302
58042,10.301905
58043,9.683537
58044,15.701943
58045,12.393332
58046,4.214105
58047,9.663145
58048,13.861472
58049,12.652983
58050,4.2871656
58051,8.759733
58052,10.510736
58053,13.399258
58054,7.5257983
58055,11.355307
58056,9.146356
58057,5.3555117
58058,8.208332
58059,10.106166
58060,9.064373
58061,8.587858
58062,4.443157
58063,10.60031
58064,20.90737
58065,3.9953825
58066,11.6768265
58067,8.663187
58068,9.66659
58069,8.489738
58070,18.762308
58071,3.9030564
58072,11.2824
58073,13.3182
58074,14.545679
58075,5.2348905
58076,7.2819214
58077,5.5507665
58078,10.701702
58079,5.4978642
58080,12.449663
58081,10.063373
58082,13.497383
58083,13.12483
58084,17.446823
58085,9.607382
58086,8.727001
58087,15.0329
58088,10.627903
58089,20.619099
58090,12.7946005
58091,9.407735
58092,8.428941
58093,9.741623
58094,14.390353
58095,16.2934
58096,10.159451
58097,11.284555
58098,4.309421
58099,11.603455
58100,12.248093
58101,8.17467
58102,13.206925
58103,8.826916
58104,4.6766753
58105,9.721153
58106,9.199961
58107,8.263059
58108,7.3018837
58109,9.847149
58110,9.511927
58111,11.192472
58112,7.664541
58113,8.350871
58114,6.3893676
58115,9.862133
58116,9.922806
58117,5.2980356
58118,9.453243
58119,10.446271
58120,13.604632
58121,10.17479
58122,4.252338
58123,11.961797
58124,3.5170667
58125,9.621726
58126,11.658394
58127,8.597023
58128,18.129602
58129,16.447634
58130,10.403805
58131,8.937164
58132,13.288729
58133,10.839397
58134,11.189499
58135,10.934334
58136,10.207783
58137,13.150118
58138,4.408002
58139,17.718023
58140,10.378305
58141,9.327452
58142,10.573409
58143,9.524124
58144,17.997572
58145,7.633261
58146,11.606037
58147,6.2776823
58148,5.5848517
58149,11.996664
58150,9.155096
58151,7.213769
58152,9.85417
58153,9.337511
58154,3.789854
58155,3.6095364
58156,3.919227
58157,4.6246076
58158,14.684548
58159,9.719036
58160,5.075308
58161,23.433374
58162,15.901568
58163,6.016688
58164,4.8058767
58165,10.720057
58166,9.344435
58167,9.122237
58168,18.307726
58169,13.770292
58170,9.61468
58171,13.648591
58172,5.6747684
58173,11.447468
58174,11.49397
58175,10.221591
58176,10.327633
58177,10.665164
58178,10.799973
58179,15.838015
58180,6.6212587
58181,4.273873
58182,13.480799
58183,9.871579
58184,11.932421
58185,12.975634
58186,5.015103
58187,2.9081514
58188,9.484003
58189,3.3041217
58190,8.3900385
58191,7.5285873
58192,11.840318
58193,9.979889
58194,9.581585
58195,6.6522484
58196,4.037733
58197,8.035274
58198,8.602207
58199,10.011374
58200,6.2006855
58201,11.426825
58202,9.512959
58203,5.3048754
58204,10.452341
58205,16.670137
58206,12.695653
58207,12.844775
58208,11.8747425
58209,16.27538
58210,4.8934593
58211,13.020503
58212,10.729836
58213,13.568223
58214,10.212688
58215,7.873932
58216,4.3065653
58217,13.895997
58218,13.32815
58219,9.25252
58220,16.80377
58221,4.2307973
58222,9.441177
58223,11.806463
58224,6.790637
58225,10.291044
58226,12.793608
58227,6.707025
58228,6.2659516
58229,12.730101
58230,5.1093917
58231,13.817045
58232,8.952382
58233,4.5446997
58234,15.0242195
58235,4.8935533
58236,10.769188
58237,17.420582
58238,10.400699
58239,11.288862
58240,13.831152
58241,11.328617
58242,15.211665
58243,9.803204
58244,12.567375
58245,6.545241
58246,9.964849
58247,6.464938
58248,23.368029
58249,7.8889556
58250,13.691043
58251,9.90604
58252,12.499807
58253,17.706068
58254,3.8522317
58255,10.834717
58256,13.923086
58257,12.23114
58258,9.209862
58259,17.34825
58260,10.899247
58261,3.3061366
58262,5.5117726
58263,9.326298
58264,7.9111195
58265,9.579662
58266,9.039614
58267,14.778667
58268,10.684492
58269,6.321578
58270,12.912243
58271,8.06981
58272,4.817834
58273,4.500032
58274,9.133
58275,11.159565
58276,10.281532
58277,10.8647375
58278,5.8688765
58279,12.562286
58280,4.1836314
58281,9.112586
58282,20.293627
58283,4.7221756
58284,12.995292
58285,7.234715
58286,10.72646
58287,10.017792
58288,9.952418
58289,11.00559
58290,9.610113
58291,8.396053
58292,9.301284
58293,3.4490535
58294,9.022684
58295,12.092329
58296,9.433195
58297,17.59175
58298,13.184917
58299,15.728788
58300,15.456208
58301,12.59327
58302,3.868293
58303,14.913574
58304,17.20607
58305,5.0977545
58306,5.8795767
58307,10.450895
58308,12.801714
58309,7.3731384
58310,5.772522
58311,10.396425
58312,15.0197735
58313,3.0410702
58314,9.04752
58315,12.617994
58316,3.6563525
58317,9.957744
58318,11.804535
58319,5.6665983
58320,9.912716
58321,3.8624616
58322,8.239183
58323,7.7945867
58324,6.2035203
58325,5.437933
58326,16.053461
58327,11.640032
58328,8.211688
58329,11.219259
58330,10.117678
58331,9.5317545
58332,12.417902
58333,11.184184
58334,16.948523
58335,4.3210554
58336,5.7731447
58337,9.865406
58338,6.2871447
58339,7.8789506
58340,12.110322
58341,19.607634
58342,6.9393044
58343,14.305257
58344,16.545647
58345,16.32715
58346,8.955797
58347,14.619277
58348,8.253488
58349,5.690811
58350,6.2197933
58351,9.831094
58352,10.083153
58353,5.006217
58354,6.3431063
58355,7.5603876
58356,7.908458
58357,11.380647
58358,8.084572
58359,4.6972966
58360,13.249963
58361,9.464214
58362,10.970247
58363,7.237346
58364,13.247311
58365,4.087235
58366,4.590994
58367,3.3245015
58368,9.450773
58369,10.222614
58370,4.2691765
58371,11.132279
58372,14.48144
58373,11.078489
58374,10.271528
58375,8.446476
58376,12.983913
58377,12.327604
58378,11.79907
58379,8.127369
58380,8.032622
58381,9.015789
58382,4.5593
58383,9.542912
58384,12.765977
58385,11.00598
58386,6.6019926
58387,9.529515
58388,9.809898
58389,13.65493
58390,15.597975
58391,10.387735
58392,18.497898
58393,8.746275
58394,5.9711113
58395,4.6674957
58396,7.8261805
58397,7.439437
58398,12.309646
58399,6.233744
58400,6.9325438
58401,10.122654
58402,10.886165
58403,4.1782455
58404,9.522081
58405,5.671514
58406,3.7105467
58407,7.976601
58408,8.012291
58409,10.651778
58410,10.342404
58411,17.57836
58412,5.7075663
58413,11.395792
58414,12.831302
58415,7.188381
58416,11.456281
58417,9.922159
58418,10.66452
58419,9.950695
58420,12.593184
58421,11.372253
58422,10.199086
58423,9.267902
58424,8.017419
58425,11.68181
58426,4.5313215
58427,16.311005
58428,10.380371
58429,7.6795816
58430,7.842388
58431,8.913646
58432,9.221112
58433,10.01885
58434,10.762646
58435,13.083925
58436,8.42744
58437,5.3173995
58438,10.868323
58439,2.6578424
58440,5.295309
58441,9.7555275
58442,23.378633
58443,8.691273
58444,3.22724
58445,5.7583427
58446,9.450882
58447,11.019134
58448,12.469134
58449,3.8695717
58450,16.590929
58451,11.236423
58452,4.5658197
58453,12.689254
58454,4.3249125
58455,13.020912
58456,4.0264072
58457,3.74274
58458,6.453187
58459,10.893233
58460,10.696276
58461,11.673273
58462,9.943251
58463,6.559416
58464,13.297649
58465,10.601112
58466,14.392398
58467,10.279904
58468,6.405272
58469,18.242327
58470,9.677077
58471,3.7617004
58472,12.681099
58473,9.805523
58474,7.7535934
58475,4.1204805
58476,10.141445
58477,8.660856
58478,3.94089
58479,10.027618
58480,9.491697
58481,4.0641403
58482,10.1774845
58483,7.4195094
58484,5.2499666
58485,12.5438175
58486,16.733692
58487,9.437952
58488,11.115284
58489,9.412604
58490,10.000195
58491,10.173981
58492,12.07601
58493,10.803865
58494,2.3896787
58495,9.463837
58496,14.036766
58497,8.78894
58498,8.222332
58499,8.178529
58500,9.761145
58501,9.522336
58502,6.112334
58503,3.6866558
58504,14.238944
58505,7.117587
58506,4.9611816
58507,6.6615553
58508,10.245003
58509,16.75925
58510,12.858395
58511,9.724089
58512,6.179612
58513,6.5688357
58514,13.015647
58515,5.6540027
58516,9.74704
58517,6.1578784
58518,12.302269
58519,11.5319195
58520,11.056118
58521,14.70043
58522,10.794711
58523,9.161681
58524,3.422684
58525,12.563004
58526,10.543127
58527,11.981169
58528,9.487371
58529,7.4810467
58530,16.727388
58531,5.048973
58532,13.631208
58533,13.77247
58534,12.068456
58535,5.902954
58536,5.540673
58537,9.940626
58538,11.213497
58539,13.479071
58540,12.272925
58541,6.416567
58542,10.014122
58543,16.252815
58544,7.4687567
58545,9.394331
58546,3.9370415
58547,11.552001
58548,10.857597
58549,13.968644
58550,16.936848
58551,12.515963
58552,12.228526
58553,9.206555
58554,11.128889
58555,13.145611
58556,2.6343133
58557,12.806252
58558,10.918803
58559,2.9464076
58560,11.006939
58561,13.22822
58562,10.220711
58563,6.4084415
58564,6.1037855
58565,3.4699333
58566,15.144306
58567,11.895819
58568,4.172134
58569,13.08973
58570,16.529633
58571,8.101385
58572,11.015768
58573,10.446994
58574,9.617453
58575,11.80014
58576,12.331353
58577,12.269362
58578,11.605589
58579,5.3484907
58580,4.2876835
58581,14.725583
58582,18.302214
58583,13.200367
58584,9.742665
58585,6.4483557
58586,4.905059
58587,5.2965765
58588,11.295662
58589,10.202127
58590,4.475868
58591,9.521574
58592,5.6620307
58593,9.568434
58594,16.73825
58595,4.6399016
58596,8.763292
58597,14.367925
58598,11.750359
58599,12.574451
58600,6.8516703
58601,4.745049
58602,9.061184
58603,9.206626
58604,4.714736
58605,3.7622619
58606,15.856934
58607,17.910154
58608,16.51569
58609,13.95117
58610,12.66942
58611,7.9894233
58612,7.508341
58613,11.67745
58614,8.797972
58615,3.1522396
58616,15.434145
58617,11.520237
58618,3.7689118
58619,10.218491
58620,16.57614
58621,8.897247
58622,6.1093297
58623,6.1923585
58624,9.838544
58625,19.17573
58626,6.882886
58627,4.6782556
58628,12.344971
58629,9.495832
58630,4.460303
58631,10.417421
58632,8.388336
58633,11.124282
58634,3.512334
58635,10.9061985
58636,11.449446
58637,9.069553
58638,9.478119
58639,7.1938357
58640,7.015479
58641,4.9046764
58642,5.718193
58643,8.727703
58644,17.185902
58645,8.678354
58646,9.704287
58647,14.896978
58648,4.2384667
58649,13.752764
58650,12.214161
58651,14.092327
58652,13.256597
58653,6.162804
58654,10.345573
58655,10.071463
58656,17.74181
58657,13.05331
58658,6.6165056
58659,11.204426
58660,12.224665
58661,7.980684
58662,8.65994
58663,10.615382
58664,8.126749
58665,4.425554
58666,5.826172
58667,4.7831144
58668,15.363686
58669,10.179583
58670,10.292685
58671,4.566453
58672,3.724579
58673,7.936569
58674,4.8772697
58675,14.945505
58676,4.8910065
58677,11.775958
58678,13.36204
58679,9.978132
58680,4.163718
58681,9.84707
58682,9.512821
58683,7.633293
58684,21.118227
58685,8.673852
58686,14.120032
58687,13.6577835
58688,17.992289
58689,6.1074467
58690,10.233154
58691,13.517897
58692,17.807913
58693,6.845426
58694,9.773398
58695,4.8844194
58696,4.9487705
58697,9.177757
58698,8.585777
58699,14.784146
58700,7.4563847
58701,12.934104
58702,5.6216793
58703,12.121311
58704,4.659724
58705,9.444714
58706,3.949476
58707,10.302866
58708,10.760337
58709,13.351552
58710,8.672314
58711,9.893017
58712,8.404056
58713,15.0556965
58714,3.7913992
58715,8.839332
58716,5.547948
58717,16.505476
58718,10.1521015
58719,20.902662
58720,8.841124
58721,7.211052
58722,12.630514
58723,4.2893963
58724,7.7703056
58725,12.455215
58726,10.051544
58727,9.462124
58728,14.692705
58729,9.5436325
58730,10.298935
58731,8.396965
58732,10.858304
58733,8.359367
58734,19.453531
58735,15.219732
58736,4.8788605
58737,12.434952
58738,13.1796875
58739,14.18084
58740,9.263279
58741,20.69436
58742,14.0421505
58743,17.322802
58744,10.582583
58745,3.69822
58746,4.707546
58747,4.832876
58748,13.219122
58749,11.087057
58750,16.827272
58751,13.012764
58752,8.983208
58753,15.24257
58754,5.0164537
58755,11.929707
58756,6.015606
58757,13.771239
58758,6.1890965
58759,7.6862473
58760,10.740852
58761,13.298775
58762,9.156969
58763,16.635515
58764,4.430643
58765,14.690575
58766,12.899517
58767,17.52447
58768,9.713686
58769,9.675787
58770,15.049
58771,5.8477006
58772,9.003793
58773,15.208624
58774,8.364912
58775,6.6055603
58776,14.712773
58777,16.033503
58778,5.0003586
58779,8.83436
58780,12.153886
58781,9.496191
58782,17.115479
58783,8.104145
58784,9.072264
58785,9.531719
58786,8.329534
58787,8.506132
58788,12.140523
58789,9.92026
58790,8.196856
58791,7.5031276
58792,5.2918134
58793,3.1357687
58794,10.489679
58795,10.033203
58796,3.11149
58797,6.541656
58798,6.3961506
58799,8.723748
58800,18.25079
58801,7.1162953
58802,12.966156
58803,11.88072
58804,10.897182
58805,7.9092846
58806,7.761904
58807,12.284397
58808,4.9589176
58809,8.907007
58810,4.6259193
58811,9.871677
58812,12.678074
58813,4.171998
58814,13.013678
58815,12.4670515
58816,9.563695
58817,2.7562551
58818,13.0303
58819,12.571142
58820,7.1971936
58821,10.834863
58822,10.707533
58823,7.890248
58824,13.630225
58825,14.158381
58826,18.332565
58827,7.5662184
58828,9.104771
58829,13.415782
58830,8.459904
58831,11.839916
58832,8.380194
58833,14.759672
58834,11.626764
58835,4.0356193
58836,11.639263
58837,4.488731
58838,7.30119
58839,11.425661
58840,8.605282
58841,13.536068
58842,16.523918
58843,15.115746
58844,10.412464
58845,10.850856
58846,11.0332775
58847,10.270311
58848,14.636873
58849,7.065836
58850,5.0955615
58851,11.148195
58852,10.436481
58853,10.951527
58854,13.899908
58855,13.450869
58856,14.207699
58857,9.269878
58858,11.37125
58859,2.875667
58860,11.23288
58861,11.264112
58862,13.115921
58863,6.1446505
58864,10.98148
58865,12.485413
58866,8.529259
58867,5.5647936
58868,9.484974
58869,10.714136
58870,12.047535
58871,12.16224
58872,15.079031
58873,12.263229
58874,4.9139414
58875,5.237095
58876,10.30332
58877,9.084569
58878,15.221748
58879,18.756197
58880,13.265771
58881,9.033339
58882,9.556871
58883,9.8939705
58884,10.191248
58885,11.890584
58886,5.4343667
58887,7.1828585
58888,4.80799
58889,5.7911205
58890,9.261216
58891,10.816355
58892,12.126236
58893,14.469701
58894,4.3938622
58895,13.701429
58896,11.699054
58897,12.636526
58898,15.697918
58899,8.88344
58900,4.3611536
58901,15.830586
58902,12.48955
58903,8.752111
58904,11.687024
58905,3.7448575
58906,16.314173
58907,19.939003
58908,9.450697
58909,11.341574
58910,4.1973295
58911,10.954944
58912,11.926669
58913,16.488224
58914,6.359128
58915,9.303183
58916,16.749174
58917,10.746479
58918,10.024214
58919,5.11585
58920,16.651104
58921,5.6629963
58922,3.8745887
58923,6.957059
58924,4.5980577
58925,10.184348
58926,4.880547
58927,9.500645
58928,17.708212
58929,11.628681
58930,9.236132
58931,4.3550963
58932,10.077215
58933,18.329031
58934,10.6591835
58935,10.602611
58936,7.8776846
58937,4.730501
58938,10.802786
58939,9.548738
58940,10.300651
58941,14.53
58942,7.5126505
58943,17.418493
58944,9.463692
58945,4.015602
58946,16.6432
58947,7.4568157
58948,14.184814
58949,4.6758184
58950,8.767769
58951,12.395834
58952,8.258169
58953,13.705292
58954,13.066152
58955,7.499876
58956,8.772657
58957,9.252377
58958,9.726064
58959,2.85423
58960,11.196707
58961,15.49642
58962,12.806407
58963,15.588076
58964,6.568001
58965,5.283388
58966,8.489449
58967,8.814689
58968,13.164446
58969,10.626919
58970,2.720148
58971,11.931883
58972,13.93122
58973,4.9051323
58974,12.639904
58975,13.525284
58976,5.1387863
58977,11.67345
58978,11.86302
58979,9.325883
58980,4.589636
58981,4.0229726
58982,16.31225
58983,14.54502
58984,10.2512665
58985,9.509341
58986,11.804649
58987,11.941978
58988,14.64802
58989,9.52877
58990,17.421865
58991,11.441378
58992,7.5739613
58993,9.574937
58994,9.034451
58995,4.66889
58996,3.5468934
58997,4.623149
58998,8.540319
58999,13.771269
59000,10.437897
59001,3.4785273
59002,9.722055
59003,6.8178835
59004,12.5469475
59005,14.096133
59006,11.238974
59007,11.045257
59008,11.340294
59009,16.48591
59010,7.180586
59011,10.981188
59012,10.0329075
59013,5.769423
59014,6.9013286
59015,2.997878
59016,4.1687803
59017,8.342779
59018,7.563404
59019,6.2860775
59020,10.454435
59021,11.738789
59022,8.757287
59023,13.52907
59024,11.404184
59025,10.3232975
59026,3.484238
59027,9.511769
59028,6.913218
59029,9.771494
59030,12.124241
59031,11.83353
59032,8.630792
59033,4.9592705
59034,13.295378
59035,9.703243
59036,3.8869045
59037,13.841105
59038,13.248289
59039,15.472439
59040,8.285748
59041,10.536416
59042,13.44748
59043,4.7994432
59044,5.458625
59045,4.990281
59046,10.53902
59047,8.693857
59048,13.888194
59049,4.9713593
59050,11.385186
59051,11.870162
59052,14.227967
59053,10.15626
59054,6.259309
59055,8.614241
59056,8.233775
59057,4.863531
59058,15.496401
59059,8.66833
59060,6.3116283
59061,10.559774
59062,9.969978
59063,6.50328
59064,13.582868
59065,11.621595
59066,10.825173
59067,13.533619
59068,4.6037993
59069,10.918034
59070,11.458576
59071,14.885454
59072,11.61899
59073,10.001856
59074,4.226352
59075,13.964697
59076,13.16815
59077,8.978327
59078,4.3927345
59079,5.9891276
59080,14.927223
59081,11.062288
59082,12.350369
59083,7.6425877
59084,10.601831
59085,10.615667
59086,15.429183
59087,18.14697
59088,8.805555
59089,5.5155807
59090,9.005146
59091,6.2817187
59092,10.205281
59093,5.0792117
59094,4.566247
59095,9.655543
59096,12.45219
59097,3.714435
59098,16.914919
59099,17.543509
59100,7.6055202
59101,19.409597
59102,13.1235075
59103,4.6632137
59104,6.8813214
59105,10.833603
59106,14.544004
59107,8.640688
59108,16.35863
59109,16.451689
59110,12.718088
59111,12.654092
59112,6.106501
59113,3.571799
59114,6.4202747
59115,12.04151
59116,4.407773
59117,22.742472
59118,11.967532
59119,11.12662
59120,11.478448
59121,9.961863
59122,15.299694
59123,11.372845
59124,4.4524446
59125,8.162439
59126,8.912042
59127,13.032564
59128,6.123815
59129,10.948292
59130,11.326032
59131,7.6961355
59132,10.498188
59133,10.470346
59134,11.576252
59135,12.049964
59136,10.796316
59137,16.64977
59138,10.792332
59139,10.319233
59140,7.074375
59141,13.844324
59142,12.053806
59143,13.3102865
59144,6.547949
59145,12.440783
59146,4.6579046
59147,3.4058342
59148,8.305741
59149,12.626322
59150,7.2152786
59151,9.021637
59152,8.418452
59153,13.0883255
59154,8.06724
59155,11.791992
59156,5.3024797
59157,5.261958
59158,10.279455
59159,11.829664
59160,13.393429
59161,7.9771504
59162,8.523096
59163,4.6750784
59164,4.999995
59165,8.297181
59166,3.7109303
59167,9.939172
59168,9.484222
59169,5.9003935
59170,11.349237
59171,9.825943
59172,10.597647
59173,10.245632
59174,4.03008
59175,9.762523
59176,10.964842
59177,12.148604
59178,9.629352
59179,12.0502615
59180,12.052348
59181,8.793702
59182,2.299564
59183,7.9856615
59184,7.0299706
59185,7.9240265
59186,8.026661
59187,9.123827
59188,4.475255
59189,7.536229
59190,7.713681
59191,10.191937
59192,9.91217
59193,8.067009
59194,5.018669
59195,12.198458
59196,12.707521
59197,9.4474745
59198,17.915531
59199,6.466362
59200,16.466152
59201,11.115866
59202,11.64953
59203,11.666606
59204,9.376066
59205,13.011805
59206,9.852711
59207,5.1463065
59208,12.542866
59209,10.544349
59210,11.2222
59211,9.568497
59212,10.090832
59213,15.743525
59214,5.987301
59215,7.9928923
59216,10.388117
59217,8.107377
59218,10.26477
59219,13.700993
59220,10.503333
59221,11.507557
59222,9.718239
59223,8.262653
59224,6.460432
59225,6.666213
59226,13.236698
59227,9.010749
59228,4.6337547
59229,10.877813
59230,4.0476375
59231,11.06354
59232,14.680733
59233,5.9793386
59234,16.33068
59235,15.272652
59236,10.521271
59237,15.250723
59238,12.336885
59239,12.582647
59240,4.134623
59241,6.254414
59242,7.6687775
59243,12.549146
59244,18.57899
59245,4.7947264
59246,10.460883
59247,8.038932
59248,13.256891
59249,12.35884
59250,16.631964
59251,5.346101
59252,13.167186
59253,16.869688
59254,21.8132
59255,8.944633
59256,13.734814
59257,8.130928
59258,8.803933
59259,8.477203
59260,9.407724
59261,4.9162674
59262,8.154788
59263,8.851781
59264,6.953001
59265,11.557301
59266,4.4223504
59267,12.392214
59268,10.494345
59269,14.017424
59270,7.880978
59271,8.615029
59272,4.2283187
59273,7.393406
59274,14.635084
59275,11.311756
59276,12.40818
59277,12.302851
59278,8.231381
59279,9.651905
59280,4.738516
59281,12.799669
59282,9.120604
59283,14.026129
59284,7.238215
59285,8.653072
59286,10.91283
59287,5.6249456
59288,17.45524
59289,11.52301
59290,9.946789
59291,10.585312
59292,9.951252
59293,15.292069
59294,9.878748
59295,11.636768
59296,15.085349
59297,3.7355251
59298,12.875323
59299,15.705452
59300,11.275189
59301,13.17082
59302,13.544336
59303,19.03423
59304,18.462282
59305,11.76757
59306,11.65728
59307,17.89882
59308,4.5907927
59309,12.218944
59310,19.208836
59311,10.714925
59312,10.429641
59313,16.576633
59314,8.877044
59315,9.750956
59316,8.792654
59317,10.2266
59318,9.534477
59319,4.0248094
59320,12.610775
59321,8.662659
59322,11.94841
59323,12.716326
59324,6.463311
59325,9.573788
59326,17.156315
59327,11.207022
59328,8.6447315
59329,16.971725
59330,10.216099
59331,11.994425
59332,11.566267
59333,3.3361125
59334,5.284227
59335,13.8063755
59336,4.944911
59337,18.309912
59338,12.041789
59339,14.650887
59340,3.6468394
59341,11.076294
59342,12.403365
59343,12.207027
59344,6.8662167
59345,9.634733
59346,10.614449
59347,19.045378
59348,4.506161
59349,10.977435
59350,14.241345
59351,14.562284
59352,10.655201
59353,17.269033
59354,9.368902
59355,12.45302
59356,8.61887
59357,10.78247
59358,4.865553
59359,14.046501
59360,8.382719
59361,15.803194
59362,11.261282
59363,8.504396
59364,10.957547
59365,9.920429
59366,16.312292
59367,16.584936
59368,10.538179
59369,20.155914
59370,14.196439
59371,12.730581
59372,15.210646
59373,6.0700684
59374,9.039043
59375,12.781028
59376,11.568237
59377,9.036045
59378,9.741896
59379,16.056261
59380,11.334747
59381,11.266058
59382,5.8434525
59383,4.349405
59384,14.774555
59385,3.733959
59386,11.126354
59387,7.811528
59388,3.6447406
59389,12.729681
59390,8.264872
59391,4.1134934
59392,13.434193
59393,8.765593
59394,19.424377
59395,3.6996138
59396,9.24595
59397,8.3040695
59398,4.652286
59399,4.5685883
59400,17.621923
59401,14.385754
59402,10.818077
59403,15.733882
59404,9.515949
59405,9.134069
59406,10.680666
59407,12.567663
59408,10.066112
59409,4.2689795
59410,8.533902
59411,12.678075
59412,8.764096
59413,3.7543893
59414,12.838175
59415,9.648628
59416,10.051985
59417,4.527761
59418,10.23951
59419,14.333149
59420,4.781336
59421,7.243861
59422,16.170593
59423,5.893566
59424,4.9764543
59425,9.740352
59426,11.475719
59427,11.668465
59428,5.532504
59429,5.362915
59430,11.321207
59431,13.512426
59432,12.41206
59433,4.7686157
59434,5.863761
59435,4.8971634
59436,3.31999
59437,4.834155
59438,12.483422
59439,4.317751
59440,13.226683
59441,14.846643
59442,15.659176
59443,13.230009
59444,14.693239
59445,11.744919
59446,14.492128
59447,8.500218
59448,15.663223
59449,16.287468
59450,4.6723337
59451,13.48068
59452,11.563938
59453,9.660282
59454,18.065832
59455,8.860686
59456,9.164891
59457,16.868494
59458,7.928249
59459,4.8514013
59460,4.3437343
59461,17.993431
59462,10.414053
59463,8.038545
59464,7.902086
59465,12.114016
59466,12.3561125
59467,15.388224
59468,14.25504
59469,9.516287
59470,15.840555
59471,6.5316286
59472,23.288618
59473,9.129962
59474,9.983969
59475,6.8077674
59476,14.6566515
59477,9.112649
59478,7.8999515
59479,12.943078
59480,18.577696
59481,10.522743
59482,9.2701435
59483,4.359825
59484,9.662813
59485,8.4863
59486,15.231096
59487,9.371724
59488,9.120522
59489,16.850916
59490,3.5028455
59491,9.846762
59492,4.705474
59493,3.2425292
59494,16.18955
59495,15.934275
59496,9.864079
59497,16.999176
59498,10.341241
59499,4.9091496
59500,4.9777374
59501,12.214611
59502,13.65597
59503,13.38985
59504,9.363889
59505,19.830126
59506,9.860073
59507,9.750381
59508,11.995842
59509,9.2825985
59510,9.428539
59511,17.1855
59512,14.243101
59513,10.5104
59514,8.818836
59515,8.892708
59516,13.984763
59517,4.4283743
59518,4.1113243
59519,9.891148
59520,9.051034
59521,14.576474
59522,4.575794
59523,21.931007
59524,14.594065
59525,13.187222
59526,9.780036
59527,7.659876
59528,12.181729
59529,9.396381
59530,5.1283054
59531,12.342136
59532,17.144365
59533,9.550519
59534,8.241844
59535,10.819891
59536,10.318663
59537,9.25144
59538,14.082035
59539,11.698013
59540,10.133971
59541,4.713608
59542,15.757483
59543,6.7070994
59544,9.316047
59545,9.514645
59546,11.781875
59547,8.900707
59548,14.162241
59549,13.118311
59550,4.1724877
59551,16.81394
59552,3.557245
59553,4.8719788
59554,16.40772
59555,15.197115
59556,14.022487
59557,12.398687
59558,15.779018
59559,13.41923
59560,11.239321
59561,9.724693
59562,21.462797
59563,16.285503
59564,3.9617498
59565,7.870446
59566,12.926218
59567,14.582256
59568,9.600743
59569,9.724972
59570,4.703022
59571,3.9288485
59572,15.9914465
59573,14.788902
59574,14.949726
59575,10.522772
59576,9.289173
59577,6.6198945
59578,10.014245
59579,8.800801
59580,16.463316
59581,10.020211
59582,8.292165
59583,10.09425
59584,10.156383
59585,12.505109
59586,4.4693146
59587,4.009547
59588,4.3852644
59589,7.0607386
59590,14.452421
59591,13.418298
59592,17.099535
59593,13.007822
59594,12.960286
59595,15.423937
59596,8.561474
59597,17.94789
59598,10.862377
59599,9.035681
59600,15.63173
59601,9.679735
59602,3.3131297
59603,9.444115
59604,8.691658
59605,17.165686
59606,14.728697
59607,9.734914
59608,8.353331
59609,8.018216
59610,9.070473
59611,13.173899
59612,4.052674
59613,4.329074
59614,10.005943
59615,12.007092
59616,8.011443
59617,8.6832285
59618,4.3552876
59619,18.907366
59620,10.317059
59621,4.8760176
59622,4.8034368
59623,12.619401
59624,9.270793
59625,16.146816
59626,11.439886
59627,7.474648
59628,2.5577874
59629,11.22805
59630,15.505123
59631,12.514853
59632,15.152344
59633,13.0054455
59634,12.161896
59635,12.061176
59636,4.921693
59637,10.909382
59638,12.692093
59639,7.8256626
59640,15.736378
59641,14.621105
59642,10.607752
59643,14.7570305
